"id","service","s_amount"
77,Eda,"[-894,-160,67,-1151,240,-767,-751,1177,1989]"
77,Lavka,"[-439,7,-1519,403]"
77,Market,"[-482,-947,-19,-359,-1240,-216,918,314,-1150]"
77,Taxi,"[1705,1364,-673,-118,-1389,-127,823,-309,15,736,-961,383]"
78,Drive,"[-354,-127,358,362,351,251,-740,-577]"
78,Eda,"[166,-749,-344,886,427,-2670,-609,1192,-542,-401]"
78,Lavka,"[-624,-313,1299,-596,9,-2103,1316,3820,-3084,-2232,-166,260,-996]"
78,Market,"[1476,462,638,806,-1227,659,-514,-1136,-327,514]"
78,Taxi,"[26,951,107,-502,-149,227,-965,649,290,-507,5019,2598,-2075,24,791]"
79,Drive,[656]
79,Eda,"[123,1123]"
79,Lavka,"[-646,-10,897]"
79,Market,[-123]
80,Drive,"[37,-605,-733,1972,-609,-1140,119,723,16,660,15,98,-191,699,-775,-410,279,272,-50,-506,628,773,-58]"
80,Eda,"[749,-749,-148,255,-413,-1199,-18,1290,-1655,1548,109,347,32,-877,-55,-466,-593,-406,-1894,-477]"
80,Lavka,"[-68,-687,-232,1857,456,1110,-777,736,185,309,1058,770,-171,-275,679]"
80,Market,"[-1936,1307,263,-55,622,252,446,1138,119,-929,-624,519,-1326,-313,-741,779,-1263,-456,-866,1815]"
80,Taxi,"[1994,214,-272,31,5690,-470,-1830,-1741,104,-1640,510,-391]"
81,Drive,"[-1119,-5205,1589,-1061,44,-1649,-319,-1439,-1145]"
81,Eda,"[-153,3444,-829,-3826]"
81,Lavka,"[608,-608,153,5100,-207,-504,1182,2417,105,683,37,-728]"
81,Market,"[1054,-549,834,1250,-221,212,670,-833,-1455,450,2248]"
81,Taxi,"[-2335,-640,-252,819,2554]"
82,Drive,"[1899,415,2113,1072,-1071,2992,-2285,-974,562,-568,-717,411,-411,1926,481,831]"
82,Eda,"[-380,270,323,131,185,229,-291,32,-1574,-130,-302,1457,-967,531,-450,281,794,1192,-1435]"
82,Lavka,"[-575,-135,883,-166,-1839,-111,-1107,79,-2557,980,-1449,84,902,223,-363,708,1590]"
82,Market,"[-497,1482,-1984,748,269,-78,-718,168,567,47,658,630,-1410,-10,-12]"
82,Taxi,"[-795,640,-719,-46,4104,-1963,717,629,1187,-1801,-307,-531,1273,-741,-1620,632,1907]"
83,Drive,"[891,3012,-2995]"
83,Eda,"[492,-604,779,-3363,194,-194,2478,-301,-3081,18,-1000,-371,2342]"
83,Lavka,"[-327,1190,395,-654,533,86,-86,473,-18,1704,-221]"
83,Market,"[-67,-425,-513,144,-235,958,-587,-333]"
83,Taxi,"[1656,543,1245,-1147,-473,-487,-1651]"
84,Drive,"[273,758,-503,-416,-1175,1143,-1824,-72,-1094,-15,-893]"
84,Eda,"[1488,-244,784]"
84,Lavka,"[2048,-109,2905,422,-824,1969,1785,12]"
84,Market,"[-1939,-159,1243,-1842,-676]"
84,Taxi,"[-1031,633,-2093,-888,726,-164,1918]"
85,Drive,"[47,-1133,650,1058,1229,2695,-2100,-598,-216,2385,1680,811,-410,-713,-2238,99,3515,-629,-643,-1014,-664,781,-754]"
85,Eda,"[120,737,1318,-76,3041,2263,1164,791,265]"
85,Lavka,"[-1356,190,-96,-453,-96,-1138,-79,-66,-127,-566,317,1173]"
85,Market,"[1186,-1437,-270,3368,986,-485,1,-214,1168,415,526]"
85,Taxi,"[2982,-428,262,1084,-988,-196,497,-161,-1290,-99,-233,-304,-701,-385,966,-1139]"
86,Drive,"[756,-459,-3199]"
86,Eda,"[244,-453,315,-2465,-479,730,695]"
86,Lavka,"[1608,137,45,2112,120,372,-142,801]"
86,Market,"[-1518,1570,-326,276,-602,-285,-713,-207,380]"
86,Taxi,"[315,-315,-272,1331,1373,575]"
87,Drive,"[268,-2704,-918,1242,-2190,-35,2302,-474,2001,-32,3991,270,-2679,1068,1500]"
87,Eda,"[599,2403,-836,-315,1086,160,507,182,521,-529,62,-124,-49]"
87,Lavka,"[2104,4754,91,-982,-894,256,-1147,21,16,-255,404,1122]"
87,Market,"[844,-895,1845,-879,-214,16,1644,-197,-2125,-632,864,1258,1154,629,-282,1389,652,355]"
87,Taxi,"[281,-261,426,-2829,-937,-636,-746,-236,882,-38,-1729,-649]"
88,Drive,"[-195,-503,-271,263,979,-316]"
88,Eda,"[149,-264,-456,53,1973,-1284,-664,694,-948,2487,816,-178]"
88,Lavka,"[115,-138,-352,191,1530,-1032,329,1251,-296]"
88,Market,"[254,806,-719,1397,-230,-2011,-1537,948,-1271,-1370,-2785]"
88,Taxi,"[1779,-1303,1648,-2066,-191,-213,1808,-263,3749,288,244,291]"
89,Drive,"[-306,1135]"
89,Eda,[1379]
89,Lavka,[325]
89,Taxi,[818]
90,Drive,"[530,1772,-278,134,-555,-741,-1515,344,-154,4077,435,2776]"
90,Eda,"[-1495,-1112,33,100,-88,-320,-2078,-516,841,-763,626,1335,1002,386,-827,-511,-1043,688,821,1399,3163]"
90,Lavka,"[884,-413,1335,-172,2740,-1165,-548,-250,-1143,489,-489,1041,-137,853,964,-1393,-1348]"
90,Market,"[1628,-966,-1231,59,800,-1271,172,-164,2413,37,-1737,-46,-1515,-337,-123]"
90,Taxi,"[1797,1547,1226,-1057,94,335,1395,-4208,1671,318,656,-840,-818,513,1401,2200]"
91,Taxi,[255]
92,Drive,"[400,588,321,-474,839,673]"
92,Eda,"[228,-228,55,157,383]"
92,Lavka,"[217,-615,474,662,-839,-49]"
92,Market,"[-55,1118,-1706,-321,-101,-306,88]"
92,Taxi,"[-400,398,-474,-87]"
93,Drive,"[150,-464,1146,1355]"
93,Eda,"[-150,550,5993,140,-411,622,1555,-378]"
93,Lavka,"[325,101,-426,1050,-796,-854,355,472,268,-128]"
93,Market,"[294,2001,-3097]"
93,Taxi,"[-294,-185]"
94,Drive,"[-426,-139,305,-2480,-113,1185,-695,2841,-68,436,590,96,2673,-1237,-845,-114]"
94,Eda,"[3835,-222,-3307,80,-247,-805,-952,-695,1360,1820,239,-338,-2949,933,845,65]"
94,Lavka,"[1257,924,-99,648,-1029,570,888,1399,95,-350,906,-447,-1013,1719,-1103,583]"
94,Market,"[282,-1113,-853,2316,1512,-1343,-409,-259,-87,-221,-3227,365,-365,-152,-2826,1777,85,-291,278,1433]"
94,Taxi,"[790,1283,147,252,-617,-1911,-1624,-718,561,-33,1305]"
95,Drive,"[478,-311,2224,-1492,142,-2184,-142,-601,-98,-66,910,72,628,-479,-1187,-380]"
95,Eda,"[196,1885,-993,-1083,199,851,-763,-1398,949,2172,132,-157,-599,-890,179]"
95,Lavka,"[233,170,-435,388,1016,4309,-3754,-117,-315,1696,-226,387,32,-11,-98,-1629,810,361,-831,47,-2126,1061,638,-662,112,4885]"
95,Market,"[-167,-530,-450,-444,-272,-882,540,48,154,-263,216,689,-1206,434,-1082,1697]"
95,Taxi,"[-69,2132,807,486,2095,-1020,589,-142,-686,-906,3332,2091,1930,-55,337,-1754,317,854,1057,337,131,-558,252,-95,1166]"
96,Drive,"[962,-944]"
96,Eda,"[-718,-660,-641,-377,-47]"
96,Lavka,"[893,36]"
96,Market,"[194,-92,-188,1070]"
96,Taxi,"[1074,601,-957,660,1450,56,-1898,402,179]"
97,Drive,"[-39,-193,454,168,-146,-138,2089,-662,3483,-1400,1412,148,-1288,-1485,859,419,-722]"
97,Eda,"[-2,-163,145,-926,52,-434,409,-1954,-572,-812,576,1535,106,-1782,-1439,-1219,211,81,228]"
97,Lavka,"[2414,-1334,-287,-869,1375,890,597,-1394,751,199,86,1042,-24,102,-1409]"
97,Market,"[254,-1313,-993,-96,16,434,2084,833,2873,1334]"
97,Taxi,"[165,652,183,1313,1019,-572,-209,279,334,-903,436,166,-906,273]"
98,Drive,"[-375,-1568,-1221,397,915,-3867,-3793,589,-1353,-482,1879,-348,-495,-780,436,615,-701]"
98,Eda,"[1653,603,1214,631,-509,873,-873,-2824,608,-62,480,-491,-3,1093,1527,-30,838,-935,961,819,-2107,-1708,952,-2325,116,-350]"
98,Lavka,"[-403,-2029,1127,433,13,138,2369,-630,-139,52,-505,1223,655,-81,2752]"
98,Market,"[-900,-122,1803,4260,1045,-1107,748,3252,-1321,-428,-1635,-1142,-2165,1721,-333]"
98,Taxi,"[997,-121,479,-1102,1912,-603,-50,1565,-239,-534,503,-125,-232,1574,3901,-916,-522,1064,-1080,-149,-1070,-1150]"
99,Drive,"[-264,-377,968,1468,-1470,-223,1885,44]"
99,Eda,"[264,2852,2186,-2881]"
99,Lavka,"[-303,1447,306,-306,2]"
99,Market,"[303,-68,-3633,223,5]"
99,Taxi,"[-553,-636,-5,-28,229,-733]"
100,Drive,"[1775,431,-2212,92,-501,-1496,-521,133,623,2898,1679,721,-298,-394,-1181,-856]"
100,Eda,"[-102,1284,57,-172,1596,87,1510,-3023,-420]"
100,Lavka,"[1131,1336,-256,2342,-38,829,-73,434,584]"
100,Market,"[-624,-154,-345,804,249,2066,-39,-548,545,33,1352,2357,-667,-832]"
100,Taxi,"[-1775,52,2435,-468,-971,-3282,-1242,-321]"
101,Drive,[-42]
101,Lavka,[452]
101,Market,[-452]
101,Taxi,[42]
102,Drive,"[1113,241,876,237,112,427,-244,1571,1240,-284]"
102,Eda,"[-1245,334,311,59,-494,-746,-242,-1191,-138,1100,-1983]"
102,Lavka,[170]
102,Market,"[782,531,193,17,1267]"
102,Taxi,"[293,310,332,-754,-2838,1952,-450,414]"
103,Eda,[-1522]
103,Market,[1522]
104,Drive,"[867,-2115,1136,-478,-995,-628,876,722,651,-225,336,-1219,-283,1291,-1177,3182,-206,381,241,-1766,364,862]"
104,Eda,"[1716,2092,597,358,-41,359,1134,430,-3234,-30,-767,322,-1585,-1741,-880,-734,-347,-26,228,-32]"
104,Lavka,"[525,-1170,-2480,2169,444,190,355,-522,-29,718,-132,811,827,-1371,449]"
104,Market,"[-1915,267,80,-278,-18,1099,3582,417,301,-80,-321,741,402,-2300,-435,-30]"
104,Taxi,"[-36,291,490,389,637,636,-137,-1157,317,-301]"
105,Drive,"[374,-143,921,781,246,1213,-498,-112,-272,783,-50,344,-890]"
105,Eda,"[582,386,585,-341,1391,3556]"
105,Lavka,"[16,-311,2107,941,1163,-882,-226,-3733]"
105,Market,"[1296,-2239,1035,-3640,661,178,1869]"
105,Taxi,"[696,-896,-1820]"
106,Drive,"[2881,3610,1156,-361,-1768,181,1642]"
106,Eda,"[559,-123,-1609,-1333,136]"
106,Lavka,"[-1888,-124,-1445,-215,-421]"
106,Market,"[597,2841,4088,-451,545,33,-1679,-583,-418]"
106,Taxi,"[-3375,-208,479,210,2397,-934]"
107,Drive,"[517,733,429,-483,1249,-708,129,-1266,-630,-3258,338,-1785]"
107,Eda,"[360,2998,63,3812,278,165,519,2330,343,791,-1027,195,240,2395,467]"
107,Lavka,"[-418,121,1045,614,-569,-1298]"
107,Market,"[1034,2130,387,-94,-3607,-253,-80,376,1030,-144,1572,39,-285,801,-3027]"
107,Taxi,"[1361,-10,492,-845,38,623,575,-2694,-683,-1627,-258,-96,-116,-112,1388]"
108,Drive,[304]
108,Eda,[-83]
108,Lavka,"[38,-38]"
108,Taxi,"[1545,-128,707,55]"
109,Drive,[1318]
109,Eda,"[-2486,981,994]"
109,Lavka,"[919,456,-1289]"
109,Market,"[80,-21,-1923]"
109,Taxi,[971]
110,Drive,"[-831,188,4599,1671,10,-799,-1806,-70,253]"
110,Eda,"[-1322,-637,976]"
110,Lavka,"[1535,847,-13,118,366]"
110,Market,"[1062,-720,-1836,-803,-1325,-732,1491,-674]"
110,Taxi,"[-1046,-188,214,631,114,163,-727]"
111,Drive,"[-1056,-582,-241,796,1022,-452]"
111,Eda,"[2766,769,-62,1078,-611,267,266,725,774]"
111,Lavka,"[500,1029,1711,-350,-720,1764,780,-1362]"
111,Market,"[-1383,-724,-644,-1292,-401,814]"
111,Taxi,"[1187,131,513,862,-362,-523,-1335,-2469,-1059]"
112,Drive,"[3622,969,-1966,-1110,-133,-465,-76,61,500,-175,1716,233,65]"
112,Eda,"[-55,-742,-628,-1314,-1658,-106,-452,-1364,207,409,-473,400,209,1441,-15,-7,329,1762,-3111,51,298,-173]"
112,Lavka,"[832,-1213,-242,-840,-678,124,1897,106,-752,-581,-925,284,-829,-2012,340]"
112,Market,"[55,105,499,-572,774,-1351,864,2995,794,609,872,-7,1952,-112,784,-68,1384,-428,867,-875,-75,3641,-336,1183,-381,-279,-232]"
112,Taxi,"[917,-175,3269,-259,414,-680,-1581,-1593,-1681,-1090,-1427,6,-961,647,1096,-409,-139,2937,-2173,372,1027]"
113,Drive,"[-1201,-952,-38,233,630,494,723,-584,4,-2981,-861,-501,155,-333,547,-551]"
113,Eda,"[459,2450,215,-1258,-1404,1395,2320,195,-997,465]"
113,Lavka,"[1291,3626,410,-1438,-844,950,909,-1963,-206,-179,1564,175]"
113,Market,"[601,-691,-791,140,1455,635,3866,-770,792,-1326]"
113,Taxi,"[1812,170,512,104,1282,1288,1148,184,-1793,712,-2252]"
114,Lavka,"[52,1149,2,-1217]"
114,Market,[96]
115,Drive,"[-814,-1220,52,-279]"
115,Eda,"[232,487,-307,-895,160,-1970,219,701,572]"
115,Lavka,"[582,-1808,815,-35,781,1476,-26,730,-52]"
115,Market,"[2099,-1248,1892,459,-870,-1581,-488,1021,818,-264,-1343,2149]"
115,Taxi,"[-487,2430,1103,262,1059,-956,-121,-1232,-444,-516]"
116,Drive,"[-1266,-96,-33,112,-109,2637,524,-474,481,4222,72,1117,1087,-670]"
116,Eda,"[-852,-1784,414,-592,511,-353,1058,-1085,46,-334,1668,420,-955,-197,-1567,1716,-1597,107,-859,1742]"
116,Lavka,"[-153,-116,110,-44,-108,-2538,112,-1349,278,-1521,609,-1066,-1091,-379,-705,864,-314,-32,189,101,156,949,116,378]"
116,Market,"[153,852,774,492,2549,208,2306,1341,1777,397,-2440,-555]"
116,Taxi,"[212,1843,-26,4831,-4110,-1919,501,3890,3612,926,1246,1067,511,-889,-1840,-1990,-1291,-236,4269,-22]"
117,Drive,"[1387,924]"
117,Lavka,[2798]
117,Market,"[-182,718,661]"
117,Taxi,[-103]
118,Drive,"[-448,-474,225,-1650,-1340,1248,-90,-261]"
118,Eda,"[1271,-85,37,-2230,2058,-482,-1229,98,-1422]"
118,Lavka,"[-184,613,-1446,-55,-642]"
118,Market,"[-613,1589,-792,-212,477,475,428,-70]"
118,Taxi,"[1375,80,184,1446,775,-238,1514,-365,450,1069,325,-291,-221,-124,-773]"
119,Drive,"[552,-1719,-1072]"
119,Eda,"[1550,795]"
119,Lavka,[-509]
119,Market,"[-383,-295]"
119,Taxi,[1081]
120,Drive,"[213,26,647,332,-339,32,250,-79,-1246,-1368,-1071,-465,-218,-393]"
120,Eda,"[437,-919,-571,954,1435,-617,488,1782,-460,621,-871,-834,-882,212,582,-1108]"
120,Lavka,"[269,1119,-2,238,-27,492,-109,121,183,24,518,-471]"
120,Market,"[-366,640,-1013,-798,644,-1526,-1609,711,3398,-364,-1450,1426,-1009,-362,5384,-574,-37,99]"
120,Taxi,"[-182,-61,-33,109,695,1373,-589,3003,753]"
121,Eda,[445]
122,Drive,"[1003,-365,389,1149,-1958,495,-1567,142]"
122,Eda,"[11,1430,-1528,-285,1380,1609,669,-1735,-2516,-11,-188]"
122,Lavka,"[623,377,718,-189,550,-269]"
122,Market,"[-686,-1522,2604,-23,959,-234,-601,46]"
122,Taxi,"[313,-185,370,-553,-608,661,1093,-776,-1255,653,229,-419]"
123,Drive,[-1077]
123,Eda,"[-726,105,148]"
123,Lavka,"[1004,-724,726,229,1610,-228]"
123,Market,"[69,629,-35,493,797]"
123,Taxi,"[-280,-298,277,-192,633,-639]"
124,Drive,"[-366,2350,-180,2839,1018,2782,-1212,745,-810,516,-2007,1439,-705]"
124,Eda,"[-170,967,317,161,743,-1003,254,-671,-2150,1418]"
124,Lavka,"[-403,170,248,1140,1495,-738,311,398,83]"
124,Market,"[403,679,1289,1665,-55,2023,1110,952]"
124,Taxi,"[-1280,-532,680,554,3963,93,-1124]"
125,Eda,[1214]
126,Lavka,[1064]
127,Drive,"[-1187,-887,245,599,-88,-175,-1959,370,-973,-1355,319,539,-692,-882,-125,963,-1339,126,-1285,-81,421,-1070,-985,-276]"
127,Eda,"[1903,2364,-677,-334,-296,503,-114,157,533,79,3408,1428,783,954,454,2115,-1275,995,671,412]"
127,Lavka,"[1313,-2239,977,1742,-821,-137,-664,431,4175,353,-713,-2877,-1743,647,-2298,724,-544,-19]"
127,Market,"[1554,142,-692,-1393,-1107,170,1663,67,901,-1538,-750,-3236,2271,-871,-340,597,-1140,810,-189,1653]"
127,Taxi,"[-173,3417,1689,-952,553,-1442,577,776,1163,-4503,-203,789,842,-719,-1100,100,1663,-897]"
128,Drive,"[537,1639,966,-558,2305,1377,1401,146,-317]"
128,Eda,"[149,1007,-578,-1871,-138,-334,622,-2239,972,1029,-416,596,611]"
128,Lavka,"[772,-1111,367,-1013,-488,2589,550,-1369,-1602,-1445,21,-419,-1707,-1134,2636,-1769,-80]"
128,Market,"[-421,793,-712,2156,379,-2,-970,320,913]"
128,Taxi,"[-1986,-204,598,-110,368,2314,-591,-921,1161,-484]"
129,Drive,[-1068]
129,Eda,"[-298,-2113]"
129,Lavka,"[2310,139]"
129,Market,"[1197,-1339,-1058,53]"
129,Taxi,"[2032,3725,-567,322]"
130,Drive,"[921,-792,-700,1155,420,-849,1827,-72,220,-574,411,-156,688,1100]"
130,Eda,"[520,-20,158,1143,-953,-1848,785,-3057,1880,-1601,-1554,443,-1148,-437,64]"
130,Lavka,"[1536,-457,1597,-726,64,-359,-258,1919,298,523,534,1002,-141,-1693,-828,2297,869,859,-1592]"
130,Market,"[-59,-370,620,-138,1672,-523,-898,-111]"
130,Taxi,"[711,-378,-3549,775,385,17,438,-1750,-633,437]"
131,Drive,"[-1617,3805,2933,-713,346,-2109,-154,-507,-559,86,-742]"
131,Eda,"[1379,-470,97,120,98,898,-1773,44,1075,2188,-1413]"
131,Lavka,"[1350,771,-1136,-10,1451,1411,-898,63,30,-261,299,-137,1368,-842,164,-3305,605]"
131,Market,"[523,185,-762,-511,-370,1909,1045,-1667,1793,-548,2933,1217,702,-3305]"
131,Taxi,"[541,-307,-5,-292,-2166,1717,-334,177,-1531,1165]"
132,Drive,"[1123,118,350,-9,177,877,3147,326,-1177,1003]"
132,Eda,"[-1104,4,-291,707]"
132,Lavka,"[1213,707,-853,1243,1340,3110,-3,388,-2041,-1333,-2105]"
132,Market,"[216,420,86,1618,294,116,192,3146,605]"
132,Taxi,"[-407,-323,966,-4410,608,1214,2409,-172]"
133,Drive,"[1500,472,357,1907,-379,1158,1906,2997,-1617,-232,-155,-1155]"
133,Eda,"[196,-512,-237,-475,-5,-60,-193,-2407,-3953,33,1407]"
133,Lavka,"[-196,661,1544,1005,713,480,5,1858,-804,979,347,182,-1359,-1141]"
133,Market,"[-1419,249,1816,-481,-1515,1595,-845,3606,517,862,1295,1205,-3788,-3753,1483,-588,839,895]"
133,Taxi,"[-768,-2576,3475,-1240,124,5152,162]"
134,Drive,"[-710,6,1568,-1047,-505,-794,106,-8,-505,1342,1911,-1069]"
134,Eda,"[-44,-682,784,-736,-251,-1288,2220,1241,542,260,-908,1104,-547,190,-2090,-879,-553]"
134,Lavka,"[-302,840,262,-3762,188,-1584,-766,163,-163,3040,319,118,1058]"
134,Market,"[-379,-37,-713,-65,604,-1733,-230,1347,-550,-843]"
134,Taxi,"[1143,-417,1343,31,1539,705,2212,1137,230,1453,-1225]"
135,Drive,"[825,-2349,-733,541,-198,-249,-901,-2850]"
135,Eda,"[2375,-788,1384]"
135,Lavka,"[669,1262,3927,-158,-1324,-647,-628]"
135,Market,"[1049,98,57,1005,-57]"
135,Taxi,"[442,371,-400,3986,223]"
136,Drive,"[549,2205,1403,-1098,-288,523,-526,396,813,-581,-386,-27,-340]"
136,Eda,"[-4008,41,-2116,2022,414,346,29,2408]"
136,Lavka,"[-50,-992,85,2211,256,112,-332,151,1995,-263,-424,72,-1235,2805,1343,76,-723]"
136,Market,"[8,2903,105,761,-1034,137,1552,-794,-3956,1332,229,742,-1337,444,752,1718]"
136,Taxi,"[1415,131,955,-134,2184,1359,1530,279,-733,1273]"
137,Drive,[-12]
137,Eda,"[-2009,73,-5]"
137,Lavka,"[2024,-524]"
137,Market,[-73]
137,Taxi,"[-15,541]"
138,Drive,"[-1491,-109,-1155,23,-1241]"
138,Eda,"[113,2490,219,2023,-587,427,778,63]"
138,Lavka,"[753,367,1853,340,933,845,-758,390,2344]"
138,Market,"[-467,-319,257,-1619,988]"
138,Taxi,"[308,236,947,49,-409]"
139,Drive,"[108,1774,172,-956,916]"
139,Eda,"[-156,859,491,-331,-715,-529,771,400,-3505]"
139,Lavka,"[-59,1834,-97,-328,283,-1851,-1046,2186,239,-602,989]"
139,Market,"[1533,-72,327,952,405,5593,187,-2772,490,108,-214,-2440,478,1069,2624,-346,151,989,-2008]"
139,Taxi,"[800,19,-1797,1347,963,-642,1389,1017,-448,1152,1447,-637,759,-2999]"
140,Drive,"[-1173,-26,-24,599,-58,1018,873,-84,-640,-695,75,829,-829,9676,933,-782,-2704,1075,-135,-1678,56,-783,11]"
140,Eda,"[556,-76,1194,808,-447,355,539,655,371,331,-790,285,132,-208,2074,498,-992,2344,-86]"
140,Lavka,"[617,26,-269,877,1709,-149,1429,805,437,1658,-515,-3232,-357,-701,-927,715,1070,1524,938]"
140,Market,"[354,190,-57,993,434,-726,1985,-1438,193,1657,-1961,278,-579,3795,626]"
140,Taxi,"[789,-97,2393,-1503,616,-4532,-143,-2946,-969,528,1752,-422,223]"
141,Drive,"[911,415,-3528,-1485,-871,76,-779,1672,-1363,1672,-26,-883,-115]"
141,Eda,"[1941,488,2887,954,-501,-56,-95,-991,-2500,-221,1792,-254]"
141,Lavka,"[-264,-58,1261,717,1333,1266,-976]"
141,Market,"[58,56,-92,-93,-2808,-1402,1026,-899,194,-841,1642]"
141,Taxi,"[264,2204,506,776,1143,1266,-280,188,-805,433,1922,-1357,246]"
142,Drive,"[1495,951,160]"
142,Eda,"[728,982]"
142,Lavka,"[-433,2284,-1153]"
142,Market,"[433,1944,-279]"
142,Taxi,"[-374,1430]"
143,Drive,"[740,1834,968,-2802]"
143,Eda,[-651]
143,Taxi,[-89]
144,Drive,"[1053,-248,794,-1545,1537]"
144,Eda,"[105,-246,-211]"
144,Lavka,"[370,397,632,112,125,-1446,609,-34]"
144,Market,"[143,3488,113,464,145,221,-3530,397,363]"
144,Taxi,"[3993,1316,-33,1184,-1045]"
145,Drive,"[236,1024,1031,544,816,109,-1229,140]"
145,Eda,"[-978,114,97,-600,537,-879,2765]"
145,Lavka,"[916,997,-373,588,364,228]"
145,Market,"[-625,1350,-1307,-1657]"
145,Taxi,"[3667,-4583,-19,-635,-123,-502,-109]"
146,Drive,"[181,-508,-308,414,1031,-833,-755,-278,6263]"
146,Eda,"[1770,2758,-108,1611,-538,1723,298,607,422,887,-2391]"
146,Lavka,"[126,-1343,-720,-307,326,-39,211,-1239,1913,-87,138,-129]"
146,Market,"[19,-662,514,304,-152,-35,-464,256,1294,-2674,-1684,-1856,-138]"
146,Taxi,"[-2584,1604,500,2430,-2058,110,9,305,135,-6,2657]"
147,Drive,"[75,-1290,-298,-844,871,570,1905,-290,544]"
147,Eda,"[402,-1477,1350,923,63,251,698,548,-189,-387,1275,1272,2118,882,593,1741,-1135]"
147,Lavka,"[1750,-1907,-1520,1301,35,-834,-822,-112,-886,2653,224,-911,1091,789,-469,1869,367,980,465,42,-173]"
147,Market,"[1542,-1087,112,2309,1136,1028,569,-618,799,156,-64,1472,746,-1063,-430,384,-41]"
147,Taxi,"[285,790,1385,-1035,279,-285,546,1126,412,3766,514,-2227]"
148,Eda,"[-267,-154]"
148,Lavka,"[-783,267]"
148,Market,[-504]
148,Taxi,"[783,658]"
149,Drive,"[1317,1741,1215,2071,905,1119,-715]"
149,Eda,"[-1860,213,738,1689,3588,-80,-741,-5159,-469,-626,-439,596,-2116,-600,-239,-1987,-578,308,-1149,-701,-160,118]"
149,Lavka,"[1661,2117,40,343,2862,-545,-369,1393,-232,-2266,-507,165,-11,-915,1210,286,-56,378,2092]"
149,Market,"[-1783,386,-2422,81,67,-552,-991,526,360,1581,444,2057,1186,-374]"
149,Taxi,"[120,937,-1836,-424,-1699,72,-165,48,715,966,75]"
150,Drive,"[-1484,1011,18,-940,1103,1568]"
150,Eda,"[-1521,-1018,364,1188,1287]"
150,Lavka,"[-1869,-1123,68,1443]"
150,Market,"[1232,7,-266,2625,-925]"
150,Taxi,"[415,1358,-364,1869,2838,-593]"
151,Drive,"[-37,-234,-23,-48,-619,-1132,397,3183]"
151,Eda,"[181,-1097,702,2537,48,380,-1447,105,-127,-2093,-630]"
151,Lavka,"[-583,-611,60,-880,-1794,-1127,1957,-1033]"
151,Market,"[1757,1721,-835,-262,-625,-1338,3382,-964]"
151,Taxi,"[1150,2531,-235,-511,180,1594,194]"
152,Drive,"[616,-339,-1081,1186,-886,-215,269,-1524,1119,-554,-1735,371]"
152,Eda,"[-91,-324,-1856,-199,404,1098,922,-646,3154,1759,51,-999,-1217]"
152,Lavka,"[-277,1493,-1393,-540,-903,-635,-467,2201,973,1701,1065,91]"
152,Market,"[236,1187,-215,-1033,1227,1056,-1362,342,589,-4576,-778,-225]"
152,Taxi,"[387,-387,5711,-1206,-514,1621,1787,-1430,-700,1608,-795]"
153,Drive,"[482,-1029,-770,1220,1663,-1343,458,-7,231,70,97]"
153,Eda,"[1094,958,-898,38,-801,-531,287]"
153,Lavka,"[2226,173,-823,3556,192,-794,-386,905,-59,-1347,423,-934,7,-461,94,-2084,-1986,616,-782]"
153,Market,"[-1639,-682,2084,-2879,-414,1555,-942,-1432,-393,-573,134,-147,-963,-433,2606,1174,278,2005,-1207,1295]"
153,Taxi,"[574,-541,215,437,-135,541,-232,1472]"
154,Drive,"[-1342,-391,-356,1546]"
154,Eda,"[2941,-157]"
154,Lavka,"[-914,809,497,-1546]"
154,Market,"[-137,99,-1049]"
155,Drive,"[1914,-1187,240,-1980,2222,962,-660,656,-531,3757,3335,-241]"
155,Eda,"[-141,-90,218,-1317,285,-343,-3394,2256,941,-442,-1924,-257]"
155,Lavka,"[-492,-4,1740,1099,-1428,-1253,-2001,579,-813]"
155,Market,"[1155,-1949,1429,1076,382,424,3532,362]"
155,Taxi,"[1196,46,-382,3675,2994,-2277]"
156,Drive,"[77,-146,-571,735,616,-31,1428,-864,-1155,821,-1794,-488,-750,-1682,-135,-816,-112,-1178,850,-328,640,-162,-3989,-386]"
156,Eda,"[-146,1445,315,4408,592,-874,-1475,-345,-886,-392,31,141,-2444,-536,595,112,441,-646]"
156,Lavka,"[69,1830,-50,-1427,2652,758,634,-1026,-2012,1089,2242,-241,-503,1171,490,-428,-12,1930]"
156,Market,"[1309,2800,-1116,-174,-1060,1062,1385,543,675,204,-398,119,38,813,637,-693,60,389,177]"
156,Taxi,"[677,-283,672,105,278,816,-1539,-434,357,738,-136,1382,-157]"
157,Drive,"[2043,-4,2596,323,-449,-1870,-748,1984]"
157,Eda,"[1571,-1319,2692,8,142,-3938,-193,-260,-367,2299]"
157,Lavka,"[620,-334,852,-916,5405,-1232,-292,2651,433,-1651,-83,-486,-120,1971,1307]"
157,Market,"[-831,-461,-641,-889,-2366,1598,426,127,-2190,-973,-842,2630,-205]"
157,Taxi,"[1359,292,44,1862,1000,1615,-1935,750,-5533]"
158,Drive,"[-74,-1178,238,-707]"
158,Eda,"[315,2415,60,452,765]"
158,Lavka,"[-358,830,-370,-17,-238]"
158,Market,"[807,420]"
158,Taxi,"[-315,-514,-3600,1127]"
159,Drive,"[816,1591,2219,420,-492,1363,-1558,-119,-873]"
